developername,sourceentitydevelopername,status,targetentitydevelopername,fieldmappings.developername,fieldmappings.sourcefielddevelopername,fieldmappings.targetfielddevelopername
sfmc_contact_point_app_514019501_map_PartyIdentification_1727961492970,sfmc_contact_point_app_514019501__dll,ACTIVE,ssot__PartyIdentification__dlm,Id__c_fieldmap_ssot__Id__c,Id__c,ssot__Id__c
sfmc_contact_point_app_514019501_map_PartyIdentification_1727961492970,sfmc_contact_point_app_514019501__dll,ACTIVE,ssot__PartyIdentification__dlm,KQ_Id__c_fieldmap_KQ_Id__c,KQ_Id__c,KQ_Id__c
sfmc_contact_point_app_514019501_map_PartyIdentification_1727961492970,sfmc_contact_point_app_514019501__dll,ACTIVE,ssot__PartyIdentification__dlm,PartyIdentificationName__c_fieldmap_ssot__Name__c,PartyIdentificationName__c,ssot__Name__c
sfmc_contact_point_app_514019501_map_PartyIdentification_1727961492970,sfmc_contact_point_app_514019501__dll,ACTIVE,ssot__PartyIdentification__dlm,SubscriberKey__c_fieldmap_ssot__PartyId__c,SubscriberKey__c,ssot__PartyId__c
sfmc_contact_point_app_514019501_map_PartyIdentification_1727961492970,sfmc_contact_point_app_514019501__dll,ACTIVE,ssot__PartyIdentification__dlm,KQ_SubscriberKey__c_fieldmap_KQ_PartyId__c,KQ_SubscriberKey__c,KQ_PartyId__c
sfmc_contact_point_app_514019501_map_PartyIdentification_1727961492970,sfmc_contact_point_app_514019501__dll,ACTIVE,ssot__PartyIdentification__dlm,InternalOrganization__c_fieldmap_ssot__InternalOrganizationId__c,InternalOrganization__c,ssot__InternalOrganizationId__c
users_39_map_PartyIdentification_1736376436232,users_39__dll,ACTIVE,ssot__PartyIdentification__dlm,sfmcPartyIdentificationType__c_fieldmap_ssot__PartyIdentificationTypeId__c,sfmcPartyIdentificationType__c,ssot__PartyIdentificationTypeId__c
users_39_map_PartyIdentification_1736376436232,users_39__dll,ACTIVE,ssot__PartyIdentification__dlm,sfmcPartyIdentificationName__c_fieldmap_ssot__Name__c,sfmcPartyIdentificationName__c,ssot__Name__c
users_39_map_PartyIdentification_1736376436232,users_39__dll,ACTIVE,ssot__PartyIdentification__dlm,DataSource__c_fieldmap_ssot__DataSourceId__c,DataSource__c,ssot__DataSourceId__c
users_39_map_PartyIdentification_1736376436232,users_39__dll,ACTIVE,ssot__PartyIdentification__dlm,profileId__c_fieldmap_ssot__Id__c,profileId__c,ssot__Id__c
users_39_map_PartyIdentification_1736376436232,users_39__dll,ACTIVE,ssot__PartyIdentification__dlm,KQ_profileId__c_fieldmap_KQ_Id__c,KQ_profileId__c,KQ_Id__c
users_39_map_PartyIdentification_1736376436232,users_39__dll,ACTIVE,ssot__PartyIdentification__dlm,DataSourceObject__c_fieldmap_ssot__DataSourceObjectId__c,DataSourceObject__c,ssot__DataSourceObjectId__c
users_39_map_PartyIdentification_1736376436232,users_39__dll,ACTIVE,ssot__PartyIdentification__dlm,sfmcContactKey__c_fieldmap_ssot__IdentificationNumber__c,sfmcContactKey__c,ssot__IdentificationNumber__c
users_39_map_PartyIdentification_1736376436232,users_39__dll,ACTIVE,ssot__PartyIdentification__dlm,InternalOrganization__c_fieldmap_ssot__InternalOrganizationId__c,InternalOrganization__c,ssot__InternalOrganizationId__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,nom_prod_invt__c_fieldmap_nom_prod_invt__c,nom_prod_invt__c,nom_prod_invt__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,vlr_sald_brut_invt__c_fieldmap_vlr_sald_brut_invt__c,vlr_sald_brut_invt__c,vlr_sald_brut_invt__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,des_cmdo_atui__c_fieldmap_des_cmdo_atui__c,des_cmdo_atui__c,des_cmdo_atui__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,num_cont__c_fieldmap_num_cont__c,num_cont__c,num_cont__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,cod_chav_coro_clie__c_fieldmap_cod_chav_coro_clie__c,cod_chav_coro_clie__c,cod_chav_coro_clie__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,cod_chav_agen_ccor__c_fieldmap_cod_chav_agen_ccor__c,cod_chav_agen_ccor__c,cod_chav_agen_ccor__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,qtd_dia_vcto_invt__c_fieldmap_qtd_dia_vcto_invt__c,qtd_dia_vcto_invt__c,qtd_dia_vcto_invt__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,num_agen__c_fieldmap_num_agen__c,num_agen__c,num_agen__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,dat_rfrc__c_fieldmap_dat_rfrc__c,dat_rfrc__c,dat_rfrc__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,cod_chav_unic_rgto__c_fieldmap_cod_chav_unic_rgto__c,cod_chav_unic_rgto__c,cod_chav_unic_rgto__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,num_digt_cont__c_fieldmap_num_digt_cont__c,num_digt_cont__c,num_digt_cont__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B_map_PCM_Vencimento_CDB_Pessoa_Juridica_1715625969522,tbhf9071_invt_vncr_clie_pjur_tb_733C0E1B__dll,ACTIVE,PCM_Vencimento_CDB_Pessoa_Juridica__dlm,KQ_cod_chav_agen_ccor__c_fieldmap_KQ_cod_chav_agen_ccor__c,KQ_cod_chav_agen_ccor__c,KQ_cod_chav_agen_ccor__c
tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3_map_Pedidos_Efetuados_Plat_Compra_ItauS_1706619699954,tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3__dll,ACTIVE,Pedidos_Efetuados_Plat_Compra_ItauS__dlm,dat_hor_tran__c_fieldmap_dat_hor_tran__c,dat_hor_tran__c,dat_hor_tran__c
tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3_map_Pedidos_Efetuados_Plat_Compra_ItauS_1706619699954,tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3__dll,ACTIVE,Pedidos_Efetuados_Plat_Compra_ItauS__dlm,nom_prod_orig__c_fieldmap_nom_prod_orig__c,nom_prod_orig__c,nom_prod_orig__c
tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3_map_Pedidos_Efetuados_Plat_Compra_ItauS_1706619699954,tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3__dll,ACTIVE,Pedidos_Efetuados_Plat_Compra_ItauS__dlm,cod_chav_coro_clie__c_fieldmap_cod_chav_coro_clie__c,cod_chav_coro_clie__c,cod_chav_coro_clie__c
tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3_map_Pedidos_Efetuados_Plat_Compra_ItauS_1706619699954,tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3__dll,ACTIVE,Pedidos_Efetuados_Plat_Compra_ItauS__dlm,nom_item__c_fieldmap_nom_item__c,nom_item__c,nom_item__c
tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3_map_Pedidos_Efetuados_Plat_Compra_ItauS_1706619699954,tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3__dll,ACTIVE,Pedidos_Efetuados_Plat_Compra_ItauS__dlm,cod_chav_unic_rgto__c_fieldmap_cod_chav_unic_rgto__c,cod_chav_unic_rgto__c,cod_chav_unic_rgto__c
tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3_map_Pedidos_Efetuados_Plat_Compra_ItauS_1706619699954,tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3__dll,ACTIVE,Pedidos_Efetuados_Plat_Compra_ItauS__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c
tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3_map_Pedidos_Efetuados_Plat_Compra_ItauS_1706619699954,tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3__dll,ACTIVE,Pedidos_Efetuados_Plat_Compra_ItauS__dlm,vlr_prod__c_fieldmap_vlr_prod__c,vlr_prod__c,vlr_prod__c
tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3_map_Pedidos_Efetuados_Plat_Compra_ItauS_1706619699954,tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3__dll,ACTIVE,Pedidos_Efetuados_Plat_Compra_ItauS__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3_map_Pedidos_Efetuados_Plat_Compra_ItauS_1706619699954,tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3__dll,ACTIVE,Pedidos_Efetuados_Plat_Compra_ItauS__dlm,nom_venr__c_fieldmap_nom_venr__c,nom_venr__c,nom_venr__c
tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3_map_Pedidos_Efetuados_Plat_Compra_ItauS_1706619699954,tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3__dll,ACTIVE,Pedidos_Efetuados_Plat_Compra_ItauS__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3_map_Pedidos_Efetuados_Plat_Compra_ItauS_1706619699954,tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3__dll,ACTIVE,Pedidos_Efetuados_Plat_Compra_ItauS__dlm,num_item__c_fieldmap_num_item__c,num_item__c,num_item__c
tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3_map_Pedidos_Efetuados_Plat_Compra_ItauS_1706619699954,tbhf9062_pedi_eftd_pcis_tbhf906_5A6C0EE3__dll,ACTIVE,Pedidos_Efetuados_Plat_Compra_ItauS__dlm,KQ_cod_chav_coro_clie__c_fieldmap_KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c
TBHF9484_PEDI_SDS_map_Pedidos_Samsung_1748018703618,TBHF9484_PEDI_SDS__dll,ACTIVE,Pedidos_Samsung__dlm,des_stat_pedi_sds__c_fieldmap_des_stat_pedi_sds__c,des_stat_pedi_sds__c,des_stat_pedi_sds__c
TBHF9484_PEDI_SDS_map_Pedidos_Samsung_1748018703618,TBHF9484_PEDI_SDS__dll,ACTIVE,Pedidos_Samsung__dlm,cod_chav_coro_clie__c_fieldmap_cod_chav_coro_clie__c,cod_chav_coro_clie__c,cod_chav_coro_clie__c
TBHF9484_PEDI_SDS_map_Pedidos_Samsung_1748018703618,TBHF9484_PEDI_SDS__dll,ACTIVE,Pedidos_Samsung__dlm,InternalOrganization__c_fieldmap_InternalOrganization__c,InternalOrganization__c,InternalOrganization__c
TBHF9484_PEDI_SDS_map_Pedidos_Samsung_1748018703618,TBHF9484_PEDI_SDS__dll,ACTIVE,Pedidos_Samsung__dlm,num_pedi_sds__c_fieldmap_num_pedi_sds__c,num_pedi_sds__c,num_pedi_sds__c
TBHF9484_PEDI_SDS_map_Pedidos_Samsung_1748018703618,TBHF9484_PEDI_SDS__dll,ACTIVE,Pedidos_Samsung__dlm,dat_cria_pedi__c_fieldmap_dat_cria_pedi__c,dat_cria_pedi__c,dat_cria_pedi__c
TBHF9484_PEDI_SDS_map_Pedidos_Samsung_1748018703618,TBHF9484_PEDI_SDS__dll,ACTIVE,Pedidos_Samsung__dlm,cod_chav_unic_rgto__c_fieldmap_cod_chav_unic_rgto__c,cod_chav_unic_rgto__c,cod_chav_unic_rgto__c
TBHF9484_PEDI_SDS_map_Pedidos_Samsung_1748018703618,TBHF9484_PEDI_SDS__dll,ACTIVE,Pedidos_Samsung__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c
TBHF9484_PEDI_SDS_map_Pedidos_Samsung_1748018703618,TBHF9484_PEDI_SDS__dll,ACTIVE,Pedidos_Samsung__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
TBHF9484_PEDI_SDS_map_Pedidos_Samsung_1748018703618,TBHF9484_PEDI_SDS__dll,ACTIVE,Pedidos_Samsung__dlm,des_plan_pgto__c_fieldmap_des_plan_pgto__c,des_plan_pgto__c,des_plan_pgto__c
TBHF9484_PEDI_SDS_map_Pedidos_Samsung_1748018703618,TBHF9484_PEDI_SDS__dll,ACTIVE,Pedidos_Samsung__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
TBHF9484_PEDI_SDS_map_Pedidos_Samsung_1748018703618,TBHF9484_PEDI_SDS__dll,ACTIVE,Pedidos_Samsung__dlm,KQ_cod_chav_coro_clie__c_fieldmap_KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c,KQ_cod_chav_coro_clie__c
tbhf9122_pend_forl_cred_enrg_re_EF2B2FD5_map_Pend_Formalizacao_Cred_Energ_Renovavel_1722262284471,tbhf9122_pend_forl_cred_enrg_re_EF2B2FD5__dll,ACTIVE,Pend_Formalizacao_Cred_Energ_Renovavel__dlm,cod_chav_unic_rgto__c_fieldmap_cod_chav_unic_rgto__c,cod_chav_unic_rgto__c,cod_chav_unic_rgto__c
tbhf9122_pend_forl_cred_enrg_re_EF2B2FD5_map_Pend_Formalizacao_Cred_Energ_Renovavel_1722262284471,tbhf9122_pend_forl_cred_enrg_re_EF2B2FD5__dll,ACTIVE,Pend_Formalizacao_Cred_Energ_Renovavel__dlm,KQ_cod_chav_unic_rgto__c_fieldmap_KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c,KQ_cod_chav_unic_rgto__c
tbhf9122_pend_forl_cred_enrg_re_EF2B2FD5_map_Pend_Formalizacao_Cred_Energ_Renovavel_1722262284471,tbhf9122_pend_forl_cred_enrg_re_EF2B2FD5__dll,ACTIVE,Pend_Formalizacao_Cred_Energ_Renovavel__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
tbhf9122_pend_forl_cred_enrg_re_EF2B2FD5_map_Pend_Formalizacao_Cred_Energ_Renovavel_1722262284471,tbhf9122_pend_forl_cred_enrg_re_EF2B2FD5__dll,ACTIVE,Pend_Formalizacao_Cred_Energ_Renovavel__dlm,cod_chav_coro_clie__c_fieldmap_cod_chav_coro_clie__c,cod_chav_coro_clie__c,cod_chav_coro_clie__c
tbhf9122_pend_forl_cred_enrg_re_EF2B2FD5_map_Pend_Formalizacao_Cred_Energ_Renovavel_1722262284471,tbhf9122_pend_forl_cred_enrg_re_EF2B2FD5__dll,ACTIVE,Pend_Formalizacao_Cred_Energ_Renovavel__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
tbhf9122_pend_forl_cred_enrg_re_EF2B2FD5_map_Pend_Formalizacao_Cred_Energ_Renovavel_1722262284471,tbhf9122_pend_forl_cred_enrg_re_EF2B2FD5__dll,ACTIVE,Pend_Formalizacao_Cred_Energ_Renovavel__dlm,cod_chav_agen_ccor__c_fieldmap_cod_chav_agen_ccor__c,cod_chav_agen_ccor__c,cod_chav_agen_ccor__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,codigo_tipo_pendencia_cadastral__c_fieldmap_codigo_tipo_pendencia_cadastral__c,codigo_tipo_pendencia_cadastral__c,codigo_tipo_pendencia_cadastral__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,codigo_origem_abertura__c_fieldmap_codigo_origem_abertura__c,codigo_origem_abertura__c,codigo_origem_abertura__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,codigo_origem_categoria_pendencia__c_fieldmap_codigo_origem_categoria_pendencia__c,codigo_origem_categoria_pendencia__c,codigo_origem_categoria_pendencia__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,codigo_bloco_campo__c_fieldmap_codigo_bloco_campo__c,codigo_bloco_campo__c,codigo_bloco_campo__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,codigo_origem_encerramento__c_fieldmap_codigo_origem_encerramento__c,codigo_origem_encerramento__c,codigo_origem_encerramento__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,data_hora_notificacao__c_fieldmap_data_hora_notificacao__c,data_hora_notificacao__c,data_hora_notificacao__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,codigo_situacao_pendencia_cadastral__c_fieldmap_codigo_situacao_pendencia_cadastral__c,codigo_situacao_pendencia_cadastral__c,codigo_situacao_pendencia_cadastral__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,codigo_identificacao_pendencia__c_fieldmap_codigo_identificacao_pendencia__c,codigo_identificacao_pendencia__c,codigo_identificacao_pendencia__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,codigo_cliente_itau_unibanco__c_fieldmap_codigo_cliente_itau_unibanco__c,codigo_cliente_itau_unibanco__c,codigo_cliente_itau_unibanco__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,data_hora_inclusao__c_fieldmap_data_hora_inclusao__c,data_hora_inclusao__c,data_hora_inclusao__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,Chave__c_fieldmap_Chave__c,Chave__c,Chave__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,KQ_Chave__c_fieldmap_KQ_Chave__c,KQ_Chave__c,KQ_Chave__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,codigo_identificacao_campo__c_fieldmap_codigo_identificacao_campo__c,codigo_identificacao_campo__c,codigo_identificacao_campo__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,DataSource__c_fieldmap_DataSource__c,DataSource__c,DataSource__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,data_hora_encerramento__c_fieldmap_data_hora_encerramento__c,data_hora_encerramento__c,data_hora_encerramento__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,DataSourceObject__c_fieldmap_DataSourceObject__c,DataSourceObject__c,DataSourceObject__c
Pendencia_Cadastral_Pendencias_440CB237_map_Pendencia_Cadastral_1684769233953,Pendencia_Cadastral_Pendencias_440CB237__dll,ACTIVE,Pendencia_Cadastral__dlm,KQ_codigo_cliente_itau_unibanco__c_fieldmap_KQ_codigo_cliente_itau_unibanco__c,KQ_codigo_cliente_itau_unibanco__c,KQ_codigo_cliente_itau_unibanco__c
Pendencia_Cadastral_Dev_Pendenc_ED470FF5_map_Pendencia_Cadastral_Dev_1683314838295,Pendencia_Cadastral_Dev_Pendenc_ED470FF5__dll,ACTIVE,Pendencia_Cadastral_Dev__dlm,codigo_tipo_pendencia_cadastral__c_fieldmap_codigo_tipo_pendencia_cadastral__c,codigo_tipo_pendencia_cadastral__c,codigo_tipo_pendencia_cadastral__c
Pendencia_Cadastral_Dev_Pendenc_ED470FF5_map_Pendencia_Cadastral_Dev_1683314838295,Pendencia_Cadastral_Dev_Pendenc_ED470FF5__dll,ACTIVE,Pendencia_Cadastral_Dev__dlm,codigo_origem_abertura__c_fieldmap_codigo_origem_abertura__c,codigo_origem_abertura__c,codigo_origem_abertura__c
Pendencia_Cadastral_Dev_Pendenc_ED470FF5_map_Pendencia_Cadastral_Dev_1683314838295,Pendencia_Cadastral_Dev_Pendenc_ED470FF5__dll,ACTIVE,Pendencia_Cadastral_Dev__dlm,codigo_origem_categoria_pendencia__c_fieldmap_codigo_origem_categoria_pendencia__c,codigo_origem_categoria_pendencia__c,codigo_origem_categoria_pendencia__c
Pendencia_Cadastral_Dev_Pendenc_ED470FF5_map_Pendencia_Cadastral_Dev_1683314838295,Pendencia_Cadastral_Dev_Pendenc_ED470FF5__dll,ACTIVE,Pendencia_Cadastral_Dev__dlm,codigo_bloco_campo__c_fieldmap_codigo_bloco_campo__c,codigo_bloco_campo__c,codigo_bloco_campo__c
Pendencia_Cadastral_Dev_Pendenc_ED470FF5_map_Pendencia_Cadastral_Dev_1683314838295,Pendencia_Cadastral_Dev_Pendenc_ED470FF5__dll,ACTIVE,Pendencia_Cadastral_Dev__dlm,codigo_origem_encerramento__c_fieldmap_codigo_origem_encerramento__c,codigo_origem_encerramento__c,codigo_origem_encerramento__c
Pendencia_Cadastral_Dev_Pendenc_ED470FF5_map_Pendencia_Cadastral_Dev_1683314838295,Pendencia_Cadastral_Dev_Pendenc_ED470FF5__dll,ACTIVE,Pendencia_Cadastral_Dev__dlm,data_hora_notificacao__c_fieldmap_data_hora_notificacao__c,data_hora_notificacao__c,data_hora_notificacao__c
Pendencia_Cadastral_Dev_Pendenc_ED470FF5_map_Pendencia_Cadastral_Dev_1683314838295,Pendencia_Cadastral_Dev_Pendenc_ED470FF5__dll,ACTIVE,Pendencia_Cadastral_Dev__dlm,codigo_situacao_pendencia_cadastral__c_fieldmap_codigo_situacao_pendencia_cadastral__c,codigo_situacao_pendencia_cadastral__c,codigo_situacao_pendencia_cadastral__c
Pendencia_Cadastral_Dev_Pendenc_ED470FF5_map_Pendencia_Cadastral_Dev_1683314838295,Pendencia_Cadastral_Dev_Pendenc_ED470FF5__dll,ACTIVE,Pendencia_Cadastral_Dev__dlm,codigo_identificacao_pendencia__c_fieldmap_codigo_identificacao_pendencia__c,codigo_identificacao_pendencia__c,codigo_identificacao_pendencia__c
Pendencia_Cadastral_Dev_Pendenc_ED470FF5_map_Pendencia_Cadastral_Dev_1683314838295,Pendencia_Cadastral_Dev_Pendenc_ED470FF5__dll,ACTIVE,Pendencia_Cadastral_Dev__dlm,codigo_cliente_itau_unibanco__c_fieldmap_codigo_cliente_itau_unibanco__c,codigo_cliente_itau_unibanco__c,codigo_cliente_itau_unibanco__c
Pendencia_Cadastral_Dev_Pendenc_ED470FF5_map_Pendencia_Cadastral_Dev_1683314838295,Pendencia_Cadastral_Dev_Pendenc_ED470FF5__dll,ACTIVE,Pendencia_Cadastral_Dev__dlm,data_hora_inclusao__c_fieldmap_data_hora_inclusao__c,data_hora_inclusao__c,data_hora_inclusao__c
Pendencia_Cadastral_Dev_Pendenc_ED470FF5_map_Pendencia_Cadastral_Dev_1683314838295,Pendencia_Cadastral_Dev_Pendenc_ED470FF5__dll,ACTIVE,Pendencia_Cadastral_Dev__dlm,Chave__c_fieldmap_Chave__c,Chave__c,Chave__c
